"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","description","treatment"
"LOC115118410",207.011959015391,0.171648620072393,0.108898828623897,0.0138031378818636,0.176791699219875,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like","liver"
"LOC115105128",133.605352275077,0.171111345747413,0.203920158723729,0.0222934763950995,0.209084663997893,"cytochrome b5-like","liver"
"LOC115129776",44.4962886122768,0.170810475726623,0.147423895265512,0.0213273108163343,0.205956662037057,"basic leucine zipper and W2 domain-containing protein 1-A-like","liver"
"LOC115143221",252.338163825975,0.170746842062958,0.134767688916477,0.0197902299986105,0.201245991223243,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like","liver"
"ngdn",149.31254006742,0.170064990998414,0.233241591341147,0.0207995210355571,0.204080854940943,"neuroguidin","liver"
"LOC115129589",1497.05758093397,0.169969253686142,0.229167520781605,0.0210378206713432,0.204650541087295,"60S ribosomal protein L39","liver"
"LOC115113788",132.973166321519,0.169641463041326,0.100943554466332,0.0121022674219226,0.168714572504135,"tetraspanin-3-like, transcript variant X1","liver"
"LOC115145367",85.358156623265,0.169386005534709,0.179176668923069,0.0231412081745851,0.212548566115989,"protein mago nashi homolog","liver"
"ndufv1",52.1955710388208,0.168370710145148,0.155359960722097,0.0231109592601165,0.212548566115989,"NADH:ubiquinone oxidoreductase core subunit V1, transcript variant X2","liver"
"f9",2950.3494955666,0.168295479654342,0.202221441292222,0.0265723128886069,0.228004982627773,"coagulation factor IX","liver"
"LOC115146256",83.8975168568156,0.16826455346629,0.287393802131264,0.0179597249868521,0.193315701198125,"GTP cyclohydrolase 1 feedback regulatory protein","liver"
"LOC115131835",251.43052530504,0.168214599194366,0.0829144671723448,0.00647315374320693,0.129885231245969,"14-3-3 protein beta/alpha-2-like","liver"
"LOC115136949",278.504266684864,0.168062314274881,0.117284978331624,0.017416375344802,0.190896114372334,"histone H3.3, transcript variant X1","liver"
"LOC115129393",644.718658573397,0.167797595648525,0.143770434749429,0.0221297432726617,0.209084663997893,"60S ribosomal protein L31","liver"
"LOC115133930",70.0544679960374,0.167302053076179,0.149097949680479,0.0226060284500981,0.210616562094478,"rab GDP dissociation inhibitor beta-like","liver"
"LOC115147170",65.1237479423349,0.167028584914615,0.145750153876292,0.0228139120870635,0.211506317969721,"V-type proton ATPase subunit G 1-like","liver"
"LOC115137956",41.9036803102789,0.166854484465148,0.219351261259267,0.021958045802392,0.209084663997893,"protein TEX261","liver"
"LOC115130925",86.9383112920092,0.166654747566795,0.107987994365696,0.0155200280742615,0.181516621837922,"ADP-ribose glycohydrolase MACROD1-like, transcript variant X2","liver"
"LOC115139428",3514.58609033824,0.166544538318754,0.117450885332288,0.0186414682447432,0.19746665986833,"plasminogen-like","liver"
"LOC115128684",454.938970630976,0.166498869350397,0.129021328340964,0.020517777702171,0.203374839394553,"mitogen-activated protein kinase 15-like, transcript variant X1","liver"
"LOC115108996",134.622218687677,0.166107858275791,0.331587668753993,0.015488740103495,0.181516621837922,"cytochrome c oxidase subunit 8B, mitochondrial-like","liver"
"LOC115138665",142.847000798923,0.166035036782047,0.129091152434917,0.020610490716132,0.203794799620457,"gem-associated protein 2-like","liver"
"LOC115129749",224.614179341732,0.165751894179415,0.161245446824435,0.0240413913936265,0.21586978768477,"26S proteasome non-ATPase regulatory subunit 14","liver"
"LOC115101422",350.413226536381,0.165346067415479,0.192198571824635,0.0238638873752281,0.215232441087121,"cystatin-B-like","liver"
"LOC115103859",54.6777612184191,0.165221823324469,0.115777140008576,0.0181823669105254,0.194796287622062,"ras-related protein ORAB-1-like, transcript variant X1","liver"
"LOC115110818",52.7365238398265,0.165209076621382,0.135868803125884,0.0222343464397913,0.209084663997893,"transmembrane and ubiquitin-like domain-containing protein 1","liver"
"isca2",56.7286591049098,0.164954836384392,0.14297347688869,0.0232604068849074,0.213016855731838,"iron-sulfur cluster assembly 2, transcript variant X1","liver"
"LOC115123309",139.920766314597,0.164542709313192,0.248445852977368,0.0203535403855421,0.202673878336456,"transcription factor jun-B-like, transcript variant X2","liver"
"LOC115102048",63.9381837935589,0.164416625519691,0.139312007208546,0.0230561258836928,0.212548566115989,"MAP kinase-activated protein kinase 2-like, transcript variant X2","liver"
"LOC115137281",147.673427738365,0.163800517350036,0.144025237063319,0.0235581475661915,0.214350535968363,"ribosomal protein S6 kinase beta-2-like, transcript variant X2","liver"
"LOC115108458",2502.33602330323,0.163665537399858,0.18688128203555,0.0242451420479085,0.216335412500567,"kininogen-1-like","liver"
"LOC115125292",118.424790610711,0.163483396080342,0.101071624794429,0.0144856732297516,0.177795893598211,"membrane magnesium transporter 1-like","liver"
"LOC115110394",1764.86329997426,0.16334880171041,0.198935155728095,0.0236901761325289,0.214350535968363,"60S ribosomal protein L23","liver"
"acads",54.1873188438889,0.16310786987404,0.184964584242646,0.0246154303723969,0.217834984141932,"acyl-CoA dehydrogenase short chain","liver"
"LOC115121769",419.283158747323,0.162436625061024,0.143661967672516,0.0243181570628174,0.216562010688749,"proteasomal ubiquitin receptor ADRM1-like","liver"
"LOC115131616",125.797308048914,0.161986503771156,0.154840903994151,0.0250775497956708,0.219856903953971,"proteasome subunit beta type-8-like","liver"
"LOC115123117",128.074863955727,0.161979178877217,0.263190382159048,0.0197209659923267,0.201245991223243,"nucleus accumbens-associated protein 2-like, transcript variant X1","liver"
"polr2c",118.193985390716,0.160955176606569,0.113804862421407,0.019649932766109,0.201245991223243,"RNA polymerase II subunit C","liver"
"pikfyve",40.5275949601576,0.160552741424811,0.148828454055953,0.0256970372580342,0.223382348557403,"phosphoinositide kinase, FYVE-type zinc finger containing, transcript variant X2","liver"
"LOC115109873",58.1795327786791,0.160502541662821,0.16867380755553,0.0259510592777755,0.225068633920616,"proteasome assembly chaperone 3-like, transcript variant X1","liver"
"LOC115125163",288.285072908948,0.160481969443722,0.11813723633591,0.0208606941353251,0.204123880568537,"NADH dehydrogenase [ubiquinone] 1 subunit C2-like","liver"
"LOC115136485",804.84490438989,0.159803920158174,0.101654880639204,0.0161594655078883,0.184520130535523,"cytochrome c oxidase subunit 7B, mitochondrial-like","liver"
"LOC115105494",601.982487374942,0.159342677029597,0.10108190616568,0.0162459532529223,0.184556643995975,"cytochrome c oxidase subunit 7B, mitochondrial-like","liver"
"LOC115138224",802.060828402074,0.159147134704753,0.16143449191895,0.0264491983190577,0.22778836580992,"60S ribosomal protein L34","liver"
"LOC115112054",41.8232506191307,0.159099164401796,0.229937231463135,0.0221915793282483,0.209084663997893,"DNA damage-binding protein 1-like, transcript variant X2","liver"
"ccpg1",50.4574069544538,0.158946833322514,0.132402286928954,0.0245112902426352,0.217369442851984,"cell cycle progression 1, transcript variant X6","liver"
